0.964208204 	0.400000000 
0.962745029 	0.500000000 
0.956168925 	0.285714286 
0.956130699 	0.571428571 
0.949959140 	0.705882353 
0.947336684 	0.571428571 
0.946285646 	0.250000000 
0.938238847 	0.500000000 
0.936977424 	0.428571429 
0.936437751 	0.333333333 
0.934393903 	0.133333333 
0.934057256 	0.588235294 
0.931995165 	0.307692308 
0.928716778 	0.363636364 
0.928499180 	0.117647059 
0.925390468 	0.769230769 
0.925334484 	0.125000000 
0.924661689 	0.428571429 
0.921905166 	0.588235294 
0.921388237 	0.750000000 
0.921137169 	0.307692308 
0.920644250 	0.181818182 
0.920625309 	0.375000000 
0.919508578 	0.266666667 
0.919491479 	0.375000000 
0.918925807 	0.266666667 
0.917279462 	0.285714286 
0.916317939 	1.000000000 
0.916008838 	0.333333333 
0.915643029 	0.117647059 
0.914900051 	0.375000000 
0.914237234 	0.625000000 
0.913450140 	0.250000000 
0.911490291 	0.571428571 
0.911204204 	0.133333333 
0.909507484 	0.714285714 
0.909363984 	0.285714286 
0.908390709 	0.125000000 
0.908389024 	0.750000000 
0.907234085 	0.285714286 
0.905616242 	0.285714286 
0.905596863 	0.428571429 
0.905223110 	0.166666667 
0.904899524 	0.705882353 
0.904120243 	0.705882353 
0.904035671 	0.800000000 
0.902679295 	0.400000000 
0.902280293 	0.250000000 
0.901742580 	0.555555556 
0.901700317 	0.750000000 
0.901548841 	0.800000000 
0.899049352 	0.133333333 
0.898861456 	0.285714286 
0.898226027 	0.100000000 
0.895838730 	0.222222222 
0.894636392 	0.705882353 
0.893007689 	0.750000000 
0.892714238 	0.400000000 
0.892220596 	0.800000000 
0.891987798 	0.800000000 
0.890848166 	0.333333333 
0.890403763 	0.461538462 
0.889774248 	0.285714286 
0.889368641 	0.800000000 
0.889100555 	0.714285714 
0.888349767 	0.125000000 
0.887232240 	0.307692308 
0.886642249 	0.750000000 
0.886605470 	0.714285714 
0.885777448 	0.375000000 
0.885027151 	0.666666667 
0.884969706 	0.307692308 
0.884967975 	0.400000000 
0.884670168 	0.285714286 
0.883841962 	0.800000000 
0.883729098 	0.666666667 
0.882917592 	0.285714286 
0.882729122 	0.142857143 
0.882712523 	0.133333333 
0.882257092 	0.142857143 
0.882225145 	0.500000000 
0.880368382 	0.666666667 
0.880127163 	0.500000000 
0.879992753 	0.600000000 
0.879819325 	0.210526316 
0.879308765 	0.285714286 
0.879047261 	0.461538462 
0.878672645 	0.588235294 
0.878404987 	0.705882353 
0.878222653 	0.285714286 
0.876814252 	0.250000000 
0.876564197 	0.800000000 
0.875611148 	0.800000000 
0.874181785 	0.555555556 
0.874040332 	0.857142857 
0.873996964 	0.666666667 
0.873741588 	0.117647059 
0.873671624 	0.142857143 
0.873453551 	0.750000000 
0.873062641 	0.750000000 
0.872999005 	0.333333333 
0.872779550 	0.571428571 
0.871726396 	0.117647059 
0.871622160 	0.250000000 
0.871416874 	0.400000000 
0.871336643 	0.800000000 
0.871319624 	0.461538462 
0.871241929 	0.400000000 
0.871191895 	0.714285714 
0.871045885 	0.571428571 
0.870976399 	0.375000000 
0.870574564 	0.266666667 
0.870460035 	0.266666667 
0.870409998 	0.307692308 
0.870287356 	0.250000000 
0.869584916 	0.250000000 
0.869103670 	0.375000000 
0.868905780 	0.428571429 
0.868810657 	0.307692308 
0.868592115 	0.400000000 
0.867548146 	0.470588235 
0.867032507 	0.705882353 
0.866820156 	0.285714286 
0.864897518 	0.285714286 
0.864512048 	0.333333333 
0.864493664 	0.588235294 
0.864493623 	0.125000000 
0.864413243 	0.625000000 
0.864188494 	0.750000000 
0.863814304 	0.555555556 
0.863332395 	0.285714286 
0.862292353 	0.235294118 
0.860713275 	0.588235294 
0.860588537 	0.333333333 
0.860524620 	0.555555556 
0.860366665 	0.750000000 
0.860351384 	0.625000000 
0.859023553 	0.133333333 
0.858774534 	0.750000000 
0.858405831 	0.285714286 
0.857818305 	0.250000000 
0.857617572 	0.153846154 
0.857576477 	0.714285714 
0.856063296 	0.307692308 
0.855824744 	0.769230769 
0.855621176 	0.153846154 
0.855032521 	0.142857143 
0.854788836 	0.153846154 
0.854466502 	0.285714286 
0.853490676 	0.375000000 
0.852897828 	0.428571429 
0.852872462 	0.142857143 
0.851763962 	0.307692308 
0.851219662 	0.666666667 
0.850862032 	0.266666667 
0.850462383 	0.307692308 
0.850458361 	0.500000000 
0.850115378 	0.588235294 
0.849951977 	0.266666667 
0.849532374 	0.714285714 
0.849019382 	0.800000000 
0.848744690 	0.400000000 
0.848298644 	0.333333333 
0.848254933 	0.166666667 
0.847933664 	0.600000000 
0.847733125 	0.285714286 
0.847233572 	0.111111111 
0.847170464 	0.125000000 
0.847123789 	0.307692308 
0.846783080 	0.307692308 
0.846162377 	0.400000000 
0.845983332 	0.666666667 
0.845847931 	0.666666667 
0.845732903 	0.285714286 
0.844951587 	0.800000000 
0.843551216 	0.588235294 
